Impact,output-BillWeb-73,Severity,Title,"Bulletin
ID",output-Report-66,output-Gateway_Backup.76,output-MamWeb-70,output-MemDB-72,output-BillDB-75,Supersedes,output -WinJumpoff-68,output-BackUp-65,output-Mem&BillTest-95,Component KB,output-MemAPI-71,CVEs,Bulletin KB,"Date
Posted",Affected Component,Reboot,output-BillAPI-74,Affected Product
Security Bypass,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,MS14-057[2979571],False,False,True,3097991,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 (Server Core installation)
Information Disclosure,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,True,3097995,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5/4.5.1/4.5.2,Maybe,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,MS14-009[2901127],False,False,True,3098780,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5/4.5.1/4.5.2,Maybe,False,Windows Server 2012 (Server Core installation)
Information Disclosure,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3097999,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012
Information Disclosure,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3097999,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3098784,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3098784,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012 (Server Core installation)
Security Bypass,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,True,True,True,True,True,MS14-057[2979573],False,True,False,3097992,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2
Security Bypass,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,True,True,True,True,True,MS14-057[2979573],False,True,False,3097992,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2 (server core installation)
Information Disclosure,True,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,True,True,True,True,True,MS14-057[2979576],False,True,False,3097997,True,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5.1/4.5.2,Maybe,True,Windows Server 2012 R2
Information Disclosure,True,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,True,True,True,True,True,MS14-057[2979576],False,True,False,3097997,True,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5.1/4.5.2,Maybe,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,True,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,True,True,True,True,True,MS14-009[2901128],False,True,False,3098779,True,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5.1/4.5.2,Maybe,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,True,True,True,True,True,MS14-009[2901128],False,True,False,3098779,True,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5.1/4.5.2,Maybe,True,Windows Server 2012 R2 (server core installation)
Information Disclosure,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3098000,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012 R2
Information Disclosure,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3098000,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3098785,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,False,3098785,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.6,Maybe,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,,False,False,True,3097995,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5/4.5.1/4.5.2,Maybe,False,Windows Server 2012
Information Disclosure,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,MS14-009[2901127],False,False,True,3098780,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 4.5/4.5.1/4.5.2,Maybe,False,Windows Server 2012
Remote Code Execution,True,Critical,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-073[3070102],False,False,False,3097877,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012
Remote Code Execution,True,Critical,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-073[3070102],False,False,False,3097877,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012 R2
Remote Code Execution,True,Critical,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-073[3070102],False,False,False,3097877,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012 (Server Core installation)
Remote Code Execution,True,Critical,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-073[3070102],False,False,False,3097877,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Security Bypass,True,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-052[3050514],False,False,False,3101746,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012
Security Bypass,True,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-052[3050514],False,False,False,3101746,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012 (Server Core installation)
Security Bypass,True,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-025[3035131],False,False,False,3101746,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012 R2
Security Bypass,True,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-115,False,True,True,True,True,MS15-025[3035131],False,False,False,3101746,True,"CVE-2015-6100,CVE-2015-6101,CVE-2015-6102,CVE-2015-6103,CVE-2015-6104,CVE-2015-6109,CVE-2015-6113",3105864,2015-11-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Remote Code Execution,True,Moderate,Cumulative Security Update for Internet Explorer,MS15-112,False,True,True,True,True,MS15-106[3093983],False,True,False,3100773,True,"CVE-2015-0063,CVE-2015-0064,CVE-2015-0065,CVE-2015-2427,CVE-2015-6064,CVE-2015-6065,CVE-2015-6066,CVE-2015-6068,CVE-2015-6069,CVE-2015-6070,CVE-2015-6071,CVE-2015-6072,CVE-2015-6073,CVE-2015-6074,CVE-2015-6075,CVE-2015-6076,CVE-2015-6077,CVE-2015-6078,CVE-2015-6079,CVE-2015-6080,CVE-2015-6081,CVE-2015-6082,CVE-2015-6084,CVE-2015-6085,CVE-2015-6086,CVE-2015-6087,CVE-2015-6088,CVE-2015-6089",3104517,2015-11-10,Internet Explorer 10,Yes,True,Windows Server 2012
Remote Code Execution,True,Moderate,Cumulative Security Update for Internet Explorer,MS15-112,False,True,True,True,True,MS15-106[3093983],False,True,False,3100773,True,"CVE-2015-0063,CVE-2015-0064,CVE-2015-0065,CVE-2015-2427,CVE-2015-6064,CVE-2015-6065,CVE-2015-6066,CVE-2015-6068,CVE-2015-6069,CVE-2015-6070,CVE-2015-6071,CVE-2015-6072,CVE-2015-6073,CVE-2015-6074,CVE-2015-6075,CVE-2015-6076,CVE-2015-6077,CVE-2015-6078,CVE-2015-6079,CVE-2015-6080,CVE-2015-6081,CVE-2015-6082,CVE-2015-6084,CVE-2015-6085,CVE-2015-6086,CVE-2015-6087,CVE-2015-6088,CVE-2015-6089",3104517,2015-11-10,Windows Internet Explorer 11,Yes,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS15-111,False,True,True,True,True,MS15-052[3050514],False,False,True,3088195,True,"CVE-2015-2549,CVE-2015-2550,CVE-2015-2552,CVE-2015-2553,CVE-2015-2554",3096447,2015-10-13,,Yes,True,Windows Server 2012
Elevation of Privilege,True,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS15-111,False,True,True,True,True,MS15-052[3050514],False,False,True,3088195,True,"CVE-2015-2549,CVE-2015-2550,CVE-2015-2552,CVE-2015-2553,CVE-2015-2554",3096447,2015-10-13,,Yes,True,Windows Server 2012 (Server Core installation)
Elevation of Privilege,True,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS15-111,False,True,True,True,True,MS15-025[3035131],False,False,True,3088195,True,"CVE-2015-2549,CVE-2015-2550,CVE-2015-2552,CVE-2015-2553,CVE-2015-2554",3096447,2015-10-13,,Yes,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS15-111,False,True,True,True,True,MS15-025[3035131],False,False,True,3088195,True,"CVE-2015-2549,CVE-2015-2550,CVE-2015-2552,CVE-2015-2553,CVE-2015-2554",3096447,2015-10-13,,Yes,True,Windows Server 2012 R2 (server core installation)
Remote Code Execution,True,Critical,Security Update for Windows Shell to Address Remote Code Execution,MS15-109,True,True,True,True,True,MS15-020[3039066],True,True,True,3080446,True,"CVE-2015-2515,CVE-2015-2548",3096443,2015-10-13,,Yes,True,Windows Server 2012
Remote Code Execution,True,Critical,Security Update for Windows Shell to Address Remote Code Execution,MS15-109,True,True,True,True,True,MS15-020[3039066],True,True,True,3080446,True,"CVE-2015-2515,CVE-2015-2548",3096443,2015-10-13,,Yes,True,Windows Server 2012 R2
Remote Code Execution,True,Critical,Security Update for Windows Shell to Address Remote Code Execution,MS15-109,True,True,True,True,True,MS15-020[3039066],True,True,True,3080446,True,"CVE-2015-2515,CVE-2015-2548",3096443,2015-10-13,,Yes,True,Windows Server 2012 (Server Core installation)
Remote Code Execution,True,Critical,Security Update for Windows Shell to Address Remote Code Execution,MS15-109,True,True,True,True,True,MS15-020[3039066],True,True,True,3080446,True,"CVE-2015-2515,CVE-2015-2548",3096443,2015-10-13,,Yes,True,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS15-106,False,True,False,False,False,MS15-094[3087038],False,False,False,3093983,False,"CVE-2015-2482,CVE-2015-6042,CVE-2015-6044,CVE-2015-6045,CVE-2015-6046,CVE-2015-6047,CVE-2015-6048,CVE-2015-6049,CVE-2015-6050,CVE-2015-6051,CVE-2015-6052,CVE-2015-6053,CVE-2015-6055,CVE-2015-6056,CVE-2015-6059",3096441,2015-10-13,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS15-106,False,True,False,False,False,MS15-094[3087038],False,False,False,3093983,False,"CVE-2015-2482,CVE-2015-6042,CVE-2015-6044,CVE-2015-6045,CVE-2015-6046,CVE-2015-6047,CVE-2015-6048,CVE-2015-6049,CVE-2015-6050,CVE-2015-6051,CVE-2015-6052,CVE-2015-6053,CVE-2015-6055,CVE-2015-6056,CVE-2015-6059",3096441,2015-10-13,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Windows Hyper-V Could Allow Security Feature Bypass,MS15-105,True,True,True,True,True,,False,True,False,3087088,True,CVE-2015-2534,3091287,2015-09-08,,Yes,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Windows Hyper-V Could Allow Security Feature Bypass,MS15-105,True,True,True,True,True,,False,True,False,3087088,True,CVE-2015-2534,3091287,2015-09-08,,Yes,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,True,Important,Vulnerabilities in Windows Task Management Could Allow Elevation of Privilege,MS15-102,True,True,True,True,True,,False,True,True,3082089,True,"CVE-2015-2524,CVE-2015-2525,CVE-2015-2528",3089657,2015-09-08,,Yes,True,Windows Server 2012
Elevation of Privilege,True,Important,Vulnerabilities in Windows Task Management Could Allow Elevation of Privilege,MS15-102,True,True,True,True,True,,False,True,True,3082089,True,"CVE-2015-2524,CVE-2015-2525,CVE-2015-2528",3089657,2015-09-08,,Yes,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Vulnerabilities in Windows Task Management Could Allow Elevation of Privilege,MS15-102,True,True,True,True,True,,False,True,True,3082089,True,"CVE-2015-2524,CVE-2015-2525,CVE-2015-2528",3089657,2015-09-08,,Yes,True,Windows Server 2012 (Server Core installation)
Elevation of Privilege,True,Important,Vulnerabilities in Windows Task Management Could Allow Elevation of Privilege,MS15-102,True,True,True,True,True,,False,True,True,3082089,True,"CVE-2015-2524,CVE-2015-2525,CVE-2015-2528",3089657,2015-09-08,,Yes,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,True,Important,Vulnerabilities in Windows Task Management Could Allow Elevation of Privilege,MS15-102,True,True,True,True,True,MS14-054[2988948],True,True,True,3084135,True,"CVE-2015-2524,CVE-2015-2525,CVE-2015-2528",3089657,2015-09-08,,Yes,True,Windows Server 2012
Elevation of Privilege,True,Important,Vulnerabilities in Windows Task Management Could Allow Elevation of Privilege,MS15-102,True,True,True,True,True,MS14-054[2988948],True,True,True,3084135,True,"CVE-2015-2524,CVE-2015-2525,CVE-2015-2528",3089657,2015-09-08,,Yes,True,Windows Server 2012 R2
